2170f870005d35254bb4aaa6133f689999572d30	Merge pull request #751 from MarkAC007/feat/catalog-upgrade
93cf10a71c80cb4bf6edb592144644451dc92cec	fix(catalog-upgrade): CI green — explicit asyncio marks + semgrep suppressions
8f27bde9a0c7b4509621fc17634f04e0e89031d5	chore(catalog-upgrade): state — wp6 done, all 14 WPs complete
a5dea66cc4eef94058836a33e96a205015a10c90	feat(catalog-upgrade): merge wp6 — whole-feature E2E + seam fix + fetcher dedup
2172050cd51b1cc07e042dfa44bd4d1250a3bc84	feat(catalog-upgrade): wp6 collapse duplicate org-reconciliation-status fetchers
076bcb68f6f1aa8dcbf36c82aeb8121180eee968	feat(catalog-upgrade): wp6 whole-feature e2e + evidence-successor validation seam fix
6818c9190b4bd8feb92f54997e67b44d9758aba6	chore(catalog-upgrade): state — wp2c done (org apply/rollback merged)
8068b0181f768f5dcbd5b9dab1b0c31c99d00090	feat(catalog-upgrade): merge wp2c — org reconciliation apply/rollback + Celery + notifications
81d8538b0312582a1ffce50fd2a4e59bd3701e8a	feat(catalog-upgrade): wp2c org reconciliation apply, rollback and notifications
bf7530a437941bfc969c2052cbc0140bedbb6870	chore(catalog-upgrade): state — wp2b done (reconciliation preview merged)
5b2dcfdace04cda719cf49499427f6de4e3e6c42	feat(catalog-upgrade): merge wp2b — reconciliation preview/eligibility/changelog + org read endpoints
d44e6476ac4c39a92d117c6fdeff895994e33a07	chore(catalog-upgrade): state — wp1c done (admin API + version authority merged)
c917ceeb148cb939bad3f1c5b952f7e2aeb89a23	feat(catalog-upgrade): wp2b preview/eligibility/union/actions/changelog tests
a12a738aa8f6ef20a800eb2d5cbb04ba7bbeb4b5	feat(catalog-upgrade): wp2b fill org read-side reconciliation endpoints, scope 501 contract check to remaining stubs
f87d64d273db8616b1148584adbfcbd7927ff158	feat(catalog-upgrade): wp2b reconciliation service + combined org/platform-admin auth dependency
6facd0129feb08f8972e37cfabe9f7d9c48037e1	feat(catalog-upgrade): merge wp1c — platform admin endpoints + ledger version authority
6221fd31a8fa5e4ce58bf2fdf0e961132685902a	feat(catalog-upgrade): wp1c platform admin endpoints + ledger version authority
f49618c09608fa94d457ba8ba4cc22738994be22	chore(catalog-upgrade): state — wp1a-fix2 merged (2026.2 extractor columns)
11fd1677272196052fc83feeddf4456be689bc4d	feat(catalog-upgrade): merge wp1a-fix2 — 2026.2 CMM + domains-principle column candidates
9a7d666016914d198b521c24ee8b2e64192a0640	feat(catalog-upgrade): wp1a-fix2 era candidates for 2026.2 CMM and domains-principle columns
abf38262d5b97d4b7aa1ea63ca2a54ce59abe4fb	chore(catalog-upgrade): state — note wp1a-fix2 in flight + wp6 polish item
3c2283a6a5ba21c7da3c0017fa8859955e37ca97	chore(catalog-upgrade): state — wp1b done (apply/revert + Celery merged)
902837f0370d6f48cc442a6e449e836679d7680b	feat(catalog-upgrade): merge wp1b — transactional catalog apply/revert + Celery
2a65d4f611c54694bab2710c4b527ef7dfa96da6	chore(catalog-upgrade): wp5 done
3ba865e8d8dee3fa13bdd26b20b595138599b1a8	feat(catalog-upgrade): wp1b apply/revert tests with transactional fake session
cd038e99bdb18594c831af59b4fb380adf27613c	feat(catalog-upgrade): wp1b celery tasks + catalog queue wiring
c78e0923e3c595ced918864df37179da2979721e	feat(catalog-upgrade): wp1b transactional catalog apply/revert service
fffeb940f814e437c97092548941d4ded2fc73fe	feat(catalog-upgrade): merge wp5 — org-visible UI, deprecated badges, user docs
c6985b8a93f1e72d93bf7a73f5247628da8d9bce	feat(catalog-upgrade): wp5 user docs + vitest coverage
67ff38bbb38472c6738c628ee550801430180939	feat(catalog-upgrade): wp5 org version card, changelog page, catalog notifications
a6037df581bc8dc09f1a5e6f11457d08f69e4f91	feat(catalog-upgrade): wp5 shared DeprecatedBadge across the five read paths
ba820458d31db62f4c59f5830c5703253f1c3f69	feat(catalog-upgrade): wp5 org status + changelog types and API client
63368941fb244167873f9b8fd158505c7930115f	chore(catalog-upgrade): wp3b done
80a4ec71791700e2a903d7ebe39fff3c30fd2526	feat(catalog-upgrade): merge wp3b — deprecation semantics for composites, engagements, trust portal, CDM, risks, evidence, prompts
88a97151ff8c3935ed366173ac3e009636bef671	chore(catalog-upgrade): wp4b done
e23fea78cc1805b93cc99cf029491afb79be7dc2	feat(catalog-upgrade): merge wp4b — tenant reconciliation board + per-org wizard
466c7b0361da0333b172c79b018cdcc3e4003a54	feat(catalog-upgrade): wp3b deprecated read-path tests for consumers 5-11
6c547045298aeb590af2a475f20d9a18e7fbce49	feat(catalog-upgrade): wp3b assessment prompts note deprecated controls
6db07e627442324806902f784122516e08cd01e4	feat(catalog-upgrade): wp3b evidence tracking refuses new deprecated, badges rows
7fc755773e14a7956394da3a516c21522b308332	feat(catalog-upgrade): wp3b risk pickers refuse deprecated, mappings resolve badged
6e858e07070d434a732c78243fbb3deeb42d3eba	feat(catalog-upgrade): wp3b cdm suggestions active-only, historical mappings badged
d666d88780b946a65bb3200da7aa5b64b80af39d	feat(catalog-upgrade): wp3b trust portal aggregates active-only
3eb79a45eef05864ab961a1199a5da6883b1f201	feat(catalog-upgrade): wp3b engagement views resolve deprecated, expose catalog_version
bb0e80760b5b381723ff4aab7a3aec95c33515a6	feat(catalog-upgrade): wp3b composites and evidence health skip deprecated
89e066934ebc3ab5139ab148e215ec0197328a05	feat(catalog-upgrade): wp4b vitest coverage for board and wizard
1aa61a3709d52058adfd56ca87c9d0ab31af5f48	feat(catalog-upgrade): wp3b shared lifecycle badge mixin
